Rank;Final Worth;Person Name;Age;Country;City;Source;Industries;Country Of Citizenship;Organization;Self Made;Status;Gender;Birth Date;Last Name;First Name; Title;Date;Birth Year;Birth Month;Birth Day;CPI Country;CPI Change Country;GDP Country;gross_tertiary_education_enrollment;gross_primary_education_enrollment_country;life_expectancy_country;tax_revenue_country_country;total_tax_rate_country;population_country;latitude_country;longitude_country
1217;2500;Alceu Elias Feldmann & family;73;Brazil;Curitiba;Fertilizer;Energy;Brazil;;TRUE;D;M;07/01/1949 00:00;Feldmann;Alceu Elias;;04/04/2023 05:01;1949;7;1;167.4;3.7;$1,839,758,040,766 ;51.3;115.4;75.7;14.2;65.1;212559417;-14.235.004;-5.192.528
1217;2500;Serge Godin;73;Canada;Westmount;Information technology;Technology;Canada;CGI Group;TRUE;U;M;11/17/1949 0:00;Godin;Serge;Chairman and CEO;04/04/2023 05:01;1949;11;17;116.76;1.9;$1,736,425,629,520 ;68.9;100.9;81.9;12.8;24.5;36991981;56.130.366;-106.346.771
1217;2500;Alec Gores;70;United States;Beverly Hills;Private equity;Finance & Investments;United States;;TRUE;D;M;3/18/1953 0:00;Gores;Alec;;04/04/2023 05:01;1953;3;18;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1217;2500;Bill Haslam;64;United States;Knoxville;Gas stations;Fashion & Retail;United States;;FALSE;U;M;8/23/1958 0:00;Haslam;Bill;;04/04/2023 05:01;1958;8;23;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1217;2500;J. Tomilson Hill;74;United States;New York;Investments;Finance & Investments;United States;;TRUE;D;M;5/24/1948 0:00;Hill;J. Tomilson;;04/04/2023 05:01;1948;5;24;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1217;2500;Jay-Z;53;United States;New York;Music;Media & Entertainment;United States;;TRUE;U;M;12/04/1969 00:00;Jay-Z;;;04/04/2023 05:01;1969;12;4;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1217;2500;Baba Kalyani;74;India;Pune;Engineering;Automotive;India;;FALSE;E;M;01/07/1949 00:00;Kalyani;Baba;;04/04/2023 05:01;1949;1;7;180.44;7.7;$2,611,000,000,000 ;28.1;113;69.4;11.2;49.7;1366417754;20.593.684;7.896.288
1217;2500;Saban Cemil Kazanci;62;Turkey;Istanbul;Energy;Energy;Turkey;;FALSE;R;M;2/13/1961 0:00;Kazanci;Saban Cemil;;04/04/2023 05:01;1961;2;13;234.44;15.2;$754,411,708,203 ;23.9;93.2;77.4;17.9;42.3;83429615;38.963.745;35.243.322
1217;2500;Brad Kelley;66;United States;Franklin;Tobacco;Real Estate;United States;;TRUE;D;M;12/23/1956 0:00;Kelley;Brad;;04/04/2023 05:01;1956;12;23;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1217;2500;Wolfgang Leitner;70;Austria;Graz;Engineering;Construction & Engineering;Austria;;TRUE;U;M;3/27/1953 0:00;Leitner;Wolfgang;;04/04/2023 05:01;1953;3;27;118.06;1.5;$446,314,739,528 ;85.1;103.1;81.6;25.4;51.4;8877067;47.516.231;14.550.072
1217;2500;Li Hongxin & family;70;China;Yanzhou;Paper & related products;Manufacturing;China;;TRUE;D;M;03/07/1953 00:00;Li;Hongxin;;04/04/2023 05:01;1953;3;7;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1217;2500;Lin Chen-hai;76;Taiwan;Taipei;Real estate;Real Estate;Taiwan;;TRUE;D;M;03/01/1947 00:00;Lin;Chen-hai;;04/04/2023 05:01;1947;3;1;;;;;;;;;;;
1217;2500;Lu Yiwen;36;China;Shenzhen;Jewelry;Fashion & Retail;China;;TRUE;D;F;01/01/1987 00:00;Lu;Yiwen;;04/04/2023 05:01;1987;1;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1217;2500;Prayudh Mahagitsiri;77;Thailand;Bangkok;Coffee, shipping;Food & Beverage;Thailand;;FALSE;U;M;01/01/1946 00:00;Mahagitsiri;Prayudh;;04/04/2023 05:01;1946;1;1;113.27;0.7;$543,649,976,166 ;49.3;99.8;76.9;14.9;29.5;69625582;15.870.032;100.992.541
1217;2500;Willy Michel;76;Switzerland;Burgdorf;Medical devices;Healthcare;Switzerland;;TRUE;E;M;01/01/1947 00:00;Michel;Willy;;04/04/2023 05:01;1947;1;1;99.55;0.4;$703,082,435,360 ;59.6;105.2;83.6;10.1;28.8;8574832;46.818.188;8.227.512
1217;2500;Lachhman Das Mittal;92;India;Delhi;Tractors;Automotive;India;;FALSE;E;M;11/05/1930 00:00;Mittal;Lachhman Das;;04/04/2023 05:01;1930;11;5;180.44;7.7;$2,611,000,000,000 ;28.1;113;69.4;11.2;49.7;1366417754;20.593.684;7.896.288
1217;2500;Bobby Murphy;34;United States;Venice;Snapchat;Technology;United States;Snap;TRUE;D;M;7/19/1988 0:00;Murphy;Bobby;Cofounder;04/04/2023 05:01;1988;7;19;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1217;2500;Tomas Olivo Lopez;49;Spain;Marbella;Shopping centers;Real Estate;Spain;;TRUE;U;M;01/01/1974 00:00;Olivo Lopez;Tomas;;04/04/2023 05:01;1974;1;1;110.96;0.7;$1,394,116,310,769 ;88.9;102.7;83.3;14.2;47;47076781;40.463.667;-374.922
1217;2500;Eren Ozmen;64;United States;Reno;Aerospace;Manufacturing;United States;;TRUE;D;F;09/03/1958 00:00;Ozmen;Eren;;04/04/2023 05:01;1958;9;3;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1217;2500;John Pritzker;69;United States;San Francisco;Hotels, investments;Finance & Investments;United States;;FALSE;D;M;08/10/1953 00:00;Pritzker;John;;04/04/2023 05:01;1953;8;10;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1217;2500;Qiu Minxiu;77;China;Shangyu;Semiconductors;Technology;China;;TRUE;E;F;9/17/1945 0:00;Qiu;Minxiu;;04/04/2023 05:01;1945;9;17;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1217;2500;Ferit Faik Sahenk;59;Turkey;Istanbul;Diversified;Diversified;Turkey;;FALSE;U;M;3/18/1964 0:00;Sahenk;Ferit Faik;;04/04/2023 05:01;1964;3;18;234.44;15.2;$754,411,708,203 ;23.9;93.2;77.4;17.9;42.3;83429615;38.963.745;35.243.322
1217;2500;Wenrong Shen;77;China;Zhangjiagang;Steel production;Metals & Mining;China;;TRUE;U;M;2/13/1946 0:00;Shen;Wenrong;;04/04/2023 05:01;1946;2;13;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1217;2500;Yuzhu Shi;60;China;Shanghai;Online games, investments;Diversified;China;;TRUE;D;M;09/01/1962 00:00;Shi;Yuzhu;;04/04/2023 05:01;1962;9;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1217;2500;Jeff Sutton;63;United States;New York;Real estate;Real Estate;United States;;TRUE;D;M;1/17/1960 0:00;Sutton;Jeff;;04/04/2023 05:01;1960;1;17;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1217;2500;Henry Sy, Jr.;69;Philippines;Manila;Diversified;Diversified;Philippines;;FALSE;D;M;01/01/1954 00:00;Sy;Henry;;04/04/2023 05:01;1954;1;1;129.61;2.5;$376,795,508,680 ;35.5;107.5;71.1;14;43.1;108116615;12.879.721;121.774.017
1217;2500;Andrew Tan;71;Philippines;Manila;Diversified;Diversified;Philippines;;TRUE;D;M;02/01/1952 00:00;Tan;Andrew;;04/04/2023 05:01;1952;2;1;129.61;2.5;$376,795,508,680 ;35.5;107.5;71.1;14;43.1;108116615;12.879.721;121.774.017
1217;2500;Arvind Tiku;53;Singapore;Singapore;Oil & gas, investments;Energy;India;;TRUE;U;M;2/22/1970 0:00;Tiku;Arvind;;04/04/2023 05:01;1970;2;22;114.41;0.6;$372,062,527,489 ;84.8;100.6;83.1;13.1;21;5703569;1.352.083;103.819.836
1217;2500;Byron Trott;64;United States;Winnetka;Investments;Finance & Investments;United States;;TRUE;U;M;12/02/1958 00:00;Trott;Byron;;04/04/2023 05:01;1958;12;2;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1217;2500;Donald Trump;76;United States;Palm Beach;Real estate;Real Estate;United States;;FALSE;D;M;6/14/1946 0:00;Trump;Donald;;04/04/2023 05:01;1946;6;14;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1217;2500;Peter Unger;78;Germany;Neustadt an der Waldnaab;Auto repair;Automotive;Germany;;TRUE;U;M;8/20/1944 0:00;Unger;Peter;;04/04/2023 05:01;1944;8;20;112.85;1.4;$3,845,630,030,824 ;70.2;104;80.9;11.5;48.8;83132799;51.165.691;10.451.526
1217;2500;Roger Wang;74;China;Nanjing;Retail;Fashion & Retail;United States;;TRUE;D;M;01/01/1949 00:00;Wang;Roger;;04/04/2023 05:01;1949;1;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1217;2500;Oprah Winfrey;69;United States;Montecito;TV shows;Media & Entertainment;United States;;TRUE;D;F;1/29/1954 0:00;Winfrey;Oprah;Entrepreneur, Personality, Philanthropist;04/04/2023 05:01;1954;1;29;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1217;2500;Wu Zhigang & family;88;China;Shenyang;Bakery chain;Food & Beverage;China;;TRUE;D;M;1/14/1935 0:00;Wu;Zhigang;;04/04/2023 05:01;1935;1;14;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1217;2500;Xie Weitong;66;Singapore;;Cobalt;Metals & Mining;Taiwan;;TRUE;D;M;01/01/1957 00:00;Xie;Weitong;;04/04/2023 05:01;1957;1;1;114.41;0.6;$372,062,527,489 ;84.8;100.6;83.1;13.1;21;5703569;1.352.083;103.819.836
1217;2500;Ye Guofu;45;China;Guangzhou;Retail;Fashion & Retail;China;;TRUE;R;M;01/01/1978 00:00;Ye;Guofu;;04/04/2023 05:01;1978;1;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1272;2400;Brian Acton;51;United States;Palo Alto;WhatsApp;Technology;United States;WhatsApp Inc.;TRUE;D;M;2/17/1972 0:00;Acton;Brian;Cofounder;04/04/2023 05:01;1972;2;17;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1272;2400;Abdulla Al Futtaim & family;83;United Arab Emirates;Dubai;Auto dealers, investments;Automotive;United Arab Emirates;;FALSE;D;M;01/01/1940 00:00;Al Futtaim;Abdulla;;04/04/2023 05:01;1940;1;1;114.52;-1.9;$421,142,267,938 ;36.8;108.4;77.8;0.1;15.9;9770529;23.424.076;53.847.818
1272;2400;Edward Bass;77;United States;Fort Worth;Oil, investments;Energy;United States;;FALSE;E;M;09/10/1945 00:00;Bass;Edward;;04/04/2023 05:01;1945;9;10;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1272;2400;Koos Bekker;70;South Africa;Cape Town;Media, investments;Media & Entertainment;South Africa;;TRUE;U;M;12/14/1952 0:00;Bekker;Koos;;04/04/2023 05:01;1952;12;14;158.93;4.1;$351,431,649,241 ;22.4;100.9;63.9;27.5;29.2;58558270;-30.559.482;22.937.506
1272;2400;Otto Philipp Braun;45;Germany;Melsungen;Medical technology;Healthcare;Germany;;FALSE;D;M;01/01/1978 00:00;Braun;Otto Philipp;;04/04/2023 05:01;1978;1;1;112.85;1.4;$3,845,630,030,824 ;70.2;104;80.9;11.5;48.8;83132799;51.165.691;10.451.526
1272;2400;Chen Tei-fu;74;United States;Los Angeles;Herbal products;Fashion & Retail;Taiwan;;TRUE;D;M;4/19/1948 0:00;Chen;Tei-fu;;04/04/2023 05:01;1948;4;19;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1272;2400;Abilio dos Santos Diniz;86;Brazil;Sao Paulo;Retail;Fashion & Retail;Brazil;;FALSE;D;M;12/28/1936 0:00;Diniz;Abilio dos Santos;;04/04/2023 05:01;1936;12;28;167.4;3.7;$1,839,758,040,766 ;51.3;115.4;75.7;14.2;65.1;212559417;-14.235.004;-5.192.528
1272;2400;Marcel Erni;58;Switzerland;Zug;Private equity;Finance & Investments;Switzerland;;TRUE;D;M;01/01/1965 00:00;Erni;Marcel;;04/04/2023 05:01;1965;1;1;99.55;0.4;$703,082,435,360 ;59.6;105.2;83.6;10.1;28.8;8574832;46.818.188;8.227.512
1272;2400;Doris Fisher;91;United States;San Francisco;Gap;Fashion & Retail;United States;Gap Inc.;TRUE;D;F;8/23/1931 0:00;Fisher;Doris;Cofounder;04/04/2023 05:01;1931;8;23;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1272;2400;Gerald Ford;78;United States;Dallas;Banking;Finance & Investments;United States;Ford Financial Fund;TRUE;D;M;08/04/1944 00:00;Ford;Gerald;Managing Member;04/04/2023 05:01;1944;8;4;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1272;2400;Bernard Fraisse & family;66;France;Paris;Pharmaceuticals;Healthcare;France;;TRUE;E;M;08/10/1956 00:00;Fraisse;Bernard;;04/04/2023 05:01;1956;8;10;110.05;1.1;$2,715,518,274,227 ;65.6;102.5;82.5;24.2;60.7;67059887;46.227.638;2.213.749
1272;2400;Alfred Gantner;55;Switzerland;Zug;Private equity;Finance & Investments;Switzerland;;TRUE;D;M;04/01/1968 00:00;Gantner;Alfred;;04/04/2023 05:01;1968;4;1;99.55;0.4;$703,082,435,360 ;59.6;105.2;83.6;10.1;28.8;8574832;46.818.188;8.227.512
1272;2400;Paul Gauselmann & family;88;Germany;Espelkamp;Gambling;Gambling & Casinos;Germany;;TRUE;D;M;8/26/1934 0:00;Gauselmann;Paul;;04/04/2023 05:01;1934;8;26;112.85;1.4;$3,845,630,030,824 ;70.2;104;80.9;11.5;48.8;83132799;51.165.691;10.451.526
1272;2400;Mitchell Goldhar;61;Canada;North York;Real estate;Real Estate;Canada;SmartCentres;TRUE;D;M;7/15/1961 0:00;Goldhar;Mitchell;Owner;04/04/2023 05:01;1961;7;15;116.76;1.9;$1,736,425,629,520 ;68.9;100.9;81.9;12.8;24.5;36991981;56.130.366;-106.346.771
1272;2400;Peter Hargreaves;76;United Kingdom;Bristol;Financial services;Finance & Investments;United Kingdom;;TRUE;D;M;10/05/1946 00:00;Hargreaves;Peter;;04/04/2023 05:01;1946;10;5;119.62;1.7;$2,827,113,184,696 ;60;101.2;81.3;25.5;30.6;66834405;55.378.051;-3.435.973
1272;2400;Xuande Hua & family;79;China;Taizhou;Pharmaceuticals;Healthcare;China;;TRUE;D;M;10/30/1943 0:00;Hua;Xuande;;04/04/2023 05:01;1943;10;30;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1272;2400;Kwek Leng Kee;68;Singapore;Singapore;Diversified;Diversified;Singapore;;FALSE;U;M;01/01/1955 00:00;Kwek;Leng Kee;;04/04/2023 05:01;1955;1;1;114.41;0.6;$372,062,527,489 ;84.8;100.6;83.1;13.1;21;5703569;1.352.083;103.819.836
1272;2400;Catherine Lozick;77;United States;Fort Lauderdale;Valve manufacturing;Manufacturing;United States;;FALSE;U;F;05/01/1945 00:00;Lozick;Catherine;;04/04/2023 05:01;1945;5;1;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1272;2400;Kalanithi Maran;57;India;Chennai;Media;Media & Entertainment;India;;TRUE;E;M;7/26/1965 0:00;Maran;Kalanithi;;04/04/2023 05:01;1965;7;26;180.44;7.7;$2,611,000,000,000 ;28.1;113;69.4;11.2;49.7;1366417754;20.593.684;7.896.288
1272;2400;Jed McCaleb;48;United States;Berkeley;Cryptocurrency;Finance & Investments;United States;;TRUE;D;M;01/01/1975 00:00;McCaleb;Jed;;04/04/2023 05:01;1975;1;1;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1272;2400;Fatih Ozmen;65;United States;Reno;Aerospace;Manufacturing;United States;;TRUE;D;M;02/02/1958 00:00;Ozmen;Fatih;;04/04/2023 05:01;1958;2;2;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1272;2400;Pan Laican;;China;foshan;Soy sauce;Food & Beverage;China;;TRUE;D;M;;Pan;Laican;;04/04/2023 05:01;;;;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1272;2400;Tor Peterson;58;Switzerland;Zug;Commodities;Metals & Mining;United States;;TRUE;D;M;08/07/1964 00:00;Peterson;Tor;;04/04/2023 05:01;1964;8;7;99.55;0.4;$703,082,435,360 ;59.6;105.2;83.6;10.1;28.8;8574832;46.818.188;8.227.512
1272;2400;Daniel Pritzker;63;United States;Marin County;Hotels, investments;Finance & Investments;United States;;FALSE;D;M;9/15/1959 0:00;Pritzker;Daniel;;04/04/2023 05:01;1959;9;15;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1272;2400;Jinxing Qi;61;China;Hangzhou;Real estate;Real Estate;China;;TRUE;U;M;3/28/1962 0:00;Qi;Jinxing;;04/04/2023 05:01;1962;3;28;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1272;2400;Qiu Jianping & family;61;China;Hangzhou;Hand tools;Manufacturing;China;;TRUE;U;M;1/28/1962 0:00;Qiu;Jianping;;04/04/2023 05:01;1962;1;28;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1272;2400;Rajan Raheja & family;68;India;Mumbai;Diversified;Diversified;India;;FALSE;E;M;06/01/1954 00:00;Raheja;Rajan;;04/04/2023 05:01;1954;6;1;180.44;7.7;$2,611,000,000,000 ;28.1;113;69.4;11.2;49.7;1366417754;20.593.684;7.896.288
1272;2400;Matthias Reinhart;63;Switzerland;Zurich;Financial services;Finance & Investments;Switzerland;;TRUE;D;M;01/01/1960 00:00;Reinhart;Matthias;;04/04/2023 05:01;1960;1;1;99.55;0.4;$703,082,435,360 ;59.6;105.2;83.6;10.1;28.8;8574832;46.818.188;8.227.512
1272;2400;Arnout Schuijff;55;Netherlands;Amsterdam;Payments software;Technology;Netherlands;;TRUE;D;M;10/16/1967 0:00;Schuijff;Arnout;;04/04/2023 05:01;1967;10;16;115.91;2.6;$909,070,395,161 ;85;104.2;81.8;23;41.2;17332850;52.132.633;5.291.266
1272;2400;Hans Sy;67;Philippines;Manila;Diversified;Diversified;Philippines;;FALSE;D;M;9/29/1955 0:00;Sy;Hans;;04/04/2023 05:01;1955;9;29;129.61;2.5;$376,795,508,680 ;35.5;107.5;71.1;14;43.1;108116615;12.879.721;121.774.017
1272;2400;Herbert Sy;66;Philippines;Manila;Diversified;Diversified;Philippines;;FALSE;D;M;10/01/1956 00:00;Sy;Herbert;;04/04/2023 05:01;1956;10;1;129.61;2.5;$376,795,508,680 ;35.5;107.5;71.1;14;43.1;108116615;12.879.721;121.774.017
1272;2400;Lucio Tan;88;Philippines;Manila;Diversified;Diversified;Philippines;;TRUE;U;M;7/17/1934 0:00;Tan;Lucio;;04/04/2023 05:01;1934;7;17;129.61;2.5;$376,795,508,680 ;35.5;107.5;71.1;14;43.1;108116615;12.879.721;121.774.017
1272;2400;Tsai Ming-kai;72;Taiwan;Hsinchu;Semiconductors;Technology;Taiwan;;TRUE;D;M;04/06/1950 00:00;Tsai;Ming-kai;;04/04/2023 05:01;1950;4;6;;;;;;;;;;;
1272;2400;Ted Turner;84;United States;Atlanta;Cable television;Media & Entertainment;United States;;FALSE;U;M;11/19/1938 0:00;Turner;Ted;;04/04/2023 05:01;1938;11;19;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1272;2400;David Walentas;84;United States;New York;Real estate;Real Estate;United States;;TRUE;U;M;08/07/1938 00:00;Walentas;David;;04/04/2023 05:01;1938;8;7;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1272;2400;Urs Wietlisbach;61;Switzerland;Zug;Private equity;Finance & Investments;Switzerland;;TRUE;D;M;8/25/1961 0:00;Wietlisbach;Urs;;04/04/2023 05:01;1961;8;25;99.55;0.4;$703,082,435,360 ;59.6;105.2;83.6;10.1;28.8;8574832;46.818.188;8.227.512
1272;2400;Jerry Yang;54;United States;Los Altos Hills;Yahoo;Technology;United States;Yahoo!;TRUE;D;M;11/06/1968 00:00;Yang;Jerry;Cofounder;04/04/2023 05:01;1968;11;6;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1272;2400;Yang Jianliang & family;53;China;Wuxi;Machinery;Manufacturing;China;;TRUE;D;M;06/01/1969 00:00;Yang;Jianliang;;04/04/2023 05:01;1969;6;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1272;2400;Yang Weidong & family;54;China;Jiaxing;Chemicals;Manufacturing;China;;TRUE;D;M;09/09/1968 00:00;Yang;Weidong;;04/04/2023 05:01;1968;9;9;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1272;2400;Mortimer Zuckerman;85;United States;New York;Real estate, media;Real Estate;United States;Boston Properties;TRUE;D;M;06/04/1937 00:00;Zuckerman;Mortimer;Chairman and CEO;04/04/2023 05:01;1937;6;4;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1312;2300;John Armitage;63;United Kingdom;London;Hedge funds;Finance & Investments;Ireland;Egerton Capital;TRUE;D;M;12/01/1959 00:00;Armitage;John;;04/04/2023 05:01;1959;12;1;119.62;1.7;$2,827,113,184,696 ;60;101.2;81.3;25.5;30.6;66834405;55.378.051;-3.435.973
1312;2300;Lee Bass;66;United States;Fort Worth;Oil, investments;Energy;United States;;FALSE;U;M;5/24/1956 0:00;Bass;Lee;;04/04/2023 05:01;1956;5;24;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1312;2300;John Bicket;43;United States;San Francisco;Sensor systems;Technology;United States;;TRUE;U;M;3/20/1980 0:00;Bicket;John;;04/04/2023 05:01;1980;3;20;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1312;2300;Sanjit Biswas;41;United States;San Francisco;Sensor systems;Technology;United States;;TRUE;U;M;01/12/1982 00:00;Biswas;Sanjit;;04/04/2023 05:01;1982;1;12;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1312;2300;Timothy Boyle;73;United States;Portland;Columbia Sportswear;Fashion & Retail;United States;;TRUE;E;M;09/07/1949 00:00;Boyle;Timothy;;04/04/2023 05:01;1949;9;7;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1312;2300;Morris Chang;91;Taiwan;Hsinchu;Semiconductors;Technology;Taiwan;;TRUE;D;M;07/10/1931 00:00;Chang;Morris;;04/04/2023 05:01;1931;7;10;;;;;;;;;;;
1312;2300;Chao Teng-hsiung;78;Taiwan;Taipei;Real estate;Real Estate;Taiwan;;TRUE;D;M;10/04/1944 00:00;Chao;Teng-hsiung;;04/04/2023 05:01;1944;10;4;;;;;;;;;;;
1312;2300;Samuel Chen;73;;;Investments;Finance & Investments;Taiwan;;TRUE;N;M;01/01/1950 00:00;Chen;Samuel;;04/04/2023 05:01;1950;1;1;;;;;;;;;;;
1312;2300;Chu Lam Yiu;53;Hong Kong;Hong Kong;Flavorings;Manufacturing;Hong Kong;;TRUE;E;F;12/01/1969 00:00;Chu;Lam Yiu;;04/04/2023 05:01;1969;12;1;;;;;;;;;;;
1312;2300;K. Dinesh;68;India;Bangalore;Software services;Technology;India;;TRUE;D;M;06/06/1954 00:00;Dinesh;K.;;04/04/2023 05:01;1954;6;6;180.44;7.7;$2,611,000,000,000 ;28.1;113;69.4;11.2;49.7;1366417754;20.593.684;7.896.288
1312;2300;James Duff;62;United States;Hattiesburg;Tires, diversified;Diversified;United States;;TRUE;U;M;03/07/1961 00:00;Duff;James;;04/04/2023 05:01;1961;3;7;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1312;2300;Thomas Duff;66;United States;Hattiesburg;Tires, diversified;Diversified;United States;;TRUE;U;M;12/31/1956 0:00;Duff;Thomas;;04/04/2023 05:01;1956;12;31;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1312;2300;Daniel Ek;40;Sweden;Stockholm;Spotify;Technology;Sweden;Spotify;TRUE;D;M;2/21/1983 0:00;Ek;Daniel;CEO;04/04/2023 05:01;1983;2;21;110.51;1.8;$530,832,908,738 ;67;126.6;82.5;27.9;49.1;10285453;60.128.161;18.643.501
1312;2300;John Fisher;61;United States;San Francisco;Gap;Fashion & Retail;United States;Pisces, Inc.;FALSE;D;M;06/01/1961 00:00;Fisher;John;President;04/04/2023 05:01;1961;6;1;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1312;2300;Georg Haub;61;Germany;Berlin;Retail;Fashion & Retail;Germany;;FALSE;U;M;01/01/1962 00:00;Haub;Georg;;04/04/2023 05:01;1962;1;1;112.85;1.4;$3,845,630,030,824 ;70.2;104;80.9;11.5;48.8;83132799;51.165.691;10.451.526
1312;2300;Erman Ilicak;55;Turkey;Ankara;Construction;Construction & Engineering;Turkey;;TRUE;E;M;10/03/1967 00:00;Ilicak;Erman;;04/04/2023 05:01;1967;10;3;234.44;15.2;$754,411,708,203 ;23.9;93.2;77.4;17.9;42.3;83429615;38.963.745;35.243.322
1312;2300;Justin Ishbia;45;United States;Chicago;Private equity;Finance & Investments;United States;;FALSE;U;M;9/18/1977 0:00;Ishbia;Justin;;04/04/2023 05:01;1977;9;18;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
